match_id,opponent,agent_side,agent_won,agent_guard,opp_guard,frames
0,random,P1,False,1,3,142
1,random,P1,False,1,3,71
2,random,P1,True,3,1,114
3,random,P1,True,3,1,583
4,random,P1,False,1,3,74
5,random,P1,True,3,1,686
6,random,P1,True,3,1,2105
7,random,P1,False,1,3,110
8,random,P1,True,3,1,136
9,random,P1,False,1,3,146
10,random,P1,False,1,3,345
11,random,P1,True,3,1,134
12,random,P1,False,1,3,96
13,random,P1,False,1,3,68
14,random,P1,False,1,3,389
15,random,P1,True,3,1,1719
16,random,P1,True,3,1,487
17,random,P1,True,2,0,1411
18,random,P1,True,3,1,139
19,random,P1,True,3,1,607
20,random,P1,False,1,1,440
21,random,P1,False,1,3,180
22,random,P1,False,1,3,731
23,random,P1,True,2,0,1045
24,random,P1,False,1,3,763
25,random,P1,False,1,3,48
26,random,P1,False,1,3,534
27,random,P1,False,1,3,72
28,random,P1,False,0,2,2167
29,random,P1,False,1,1,204
30,random,P1,False,1,3,241
31,random,P1,False,1,3,179
32,random,P1,False,0,2,261
33,random,P1,True,3,1,53
34,random,P1,False,1,3,66
35,random,P1,False,0,2,252
36,random,P1,False,1,3,101
37,random,P1,False,1,3,200
38,random,P1,True,3,1,96
39,random,P1,False,1,3,119
40,random,P1,True,3,1,137
41,random,P1,False,1,3,75
42,random,P1,False,1,3,95
43,random,P1,True,3,1,89
44,random,P1,False,1,3,191
45,random,P1,False,1,3,75
46,random,P1,False,1,3,118
47,random,P1,False,1,3,977
48,random,P1,False,1,3,414
49,random,P1,False,1,3,96
50,random,P2,False,1,2,153
51,random,P2,True,2,0,265
52,random,P2,False,0,2,956
53,random,P2,True,3,1,231
54,random,P2,True,3,1,141
55,random,P2,False,1,3,206
56,random,P2,True,3,1,1162
57,random,P2,False,1,2,169
58,random,P2,False,1,2,912
59,random,P2,False,1,3,109
60,random,P2,False,1,2,155
61,random,P2,True,2,0,2833
62,random,P2,False,0,1,4162
63,random,P2,False,1,3,45
64,random,P2,False,0,1,8819
65,random,P2,True,3,1,200
66,random,P2,False,0,3,256
67,random,P2,False,1,3,90
68,random,P2,False,0,3,726
69,random,P2,False,0,2,1365
70,random,P2,True,3,1,661
71,random,P2,True,3,1,49
72,random,P2,False,1,3,45
73,random,P2,False,1,3,58
74,random,P2,False,1,3,134
75,random,P2,False,0,1,1202
76,random,P2,False,1,3,586
77,random,P2,True,2,0,918
78,random,P2,False,1,3,300
79,random,P2,False,1,3,1257
80,random,P2,False,1,3,711
81,random,P2,False,1,3,204
82,random,P2,False,1,3,3732
83,random,P2,True,1,0,2003
84,random,P2,False,1,3,252
85,random,P2,False,1,3,1909
86,random,P2,True,3,1,883
87,random,P2,False,1,2,894
88,random,P2,False,0,2,466
89,random,P2,False,1,3,306
90,random,P2,False,1,3,3160
91,random,P2,True,2,0,197
92,random,P2,False,1,3,605
93,random,P2,False,0,2,668
94,random,P2,False,0,3,222
95,random,P2,False,1,3,1336
96,random,P2,False,1,3,94
97,random,P2,False,1,3,538
98,random,P2,False,1,3,1432
99,random,P2,False,0,0,1984
0,backward,P1,True,3,0,463
1,backward,P1,True,3,0,1727
2,backward,P1,True,3,0,703
3,backward,P1,True,3,0,455
4,backward,P1,True,3,0,415
5,backward,P1,True,3,0,759
6,backward,P1,True,3,0,471
7,backward,P1,True,3,0,4367
8,backward,P1,True,3,0,2535
9,backward,P1,True,3,0,1823
10,backward,P1,True,3,0,887
11,backward,P1,True,3,0,3103
12,backward,P1,True,3,0,855
13,backward,P1,True,3,0,1031
14,backward,P1,True,3,0,839
15,backward,P1,True,3,0,7295
16,backward,P1,True,3,0,455
17,backward,P1,True,3,0,383
18,backward,P1,True,3,0,383
19,backward,P1,True,3,0,383
20,backward,P1,True,3,0,383
21,backward,P1,True,3,0,383
22,backward,P1,True,3,0,383
23,backward,P1,True,3,0,383
24,backward,P1,True,3,0,383
25,backward,P1,True,3,0,415
26,backward,P1,True,3,0,759
27,backward,P1,True,3,0,359
28,backward,P1,True,3,0,5303
29,backward,P1,True,3,0,10159
30,backward,P1,True,3,0,775
31,backward,P1,True,3,0,567
32,backward,P1,True,3,0,455
33,backward,P1,True,3,0,383
34,backward,P1,True,3,0,575
35,backward,P1,True,3,0,399
36,backward,P1,True,3,0,3943
37,backward,P1,True,3,0,455
38,backward,P1,True,3,0,383
39,backward,P1,True,3,0,383
40,backward,P1,True,3,0,575
41,backward,P1,True,3,0,399
42,backward,P1,True,3,0,1351
43,backward,P1,True,3,0,607
44,backward,P1,True,3,0,1615
45,backward,P1,True,3,0,7119
46,backward,P1,True,3,0,487
47,backward,P1,True,3,0,759
48,backward,P1,True,3,0,471
49,backward,P1,True,3,0,1223
50,backward,P2,False,3,3,11999
51,backward,P2,False,3,3,11999
52,backward,P2,False,3,3,11999
53,backward,P2,False,3,3,11999
54,backward,P2,False,3,3,11999
55,backward,P2,False,3,3,11999
56,backward,P2,False,3,3,11999
57,backward,P2,False,3,3,11999
58,backward,P2,False,3,3,11999
59,backward,P2,False,3,3,11999
60,backward,P2,False,3,3,11999
61,backward,P2,False,3,3,11999
62,backward,P2,False,3,3,11999
63,backward,P2,False,3,3,11999
64,backward,P2,False,3,3,11999
65,backward,P2,False,3,3,11999
66,backward,P2,False,3,3,11999
67,backward,P2,False,3,3,11999
68,backward,P2,False,3,3,11999
69,backward,P2,False,3,3,11999
70,backward,P2,False,3,3,11999
71,backward,P2,False,3,3,11999
72,backward,P2,False,3,3,11999
73,backward,P2,False,3,3,11999
74,backward,P2,False,3,3,11999
75,backward,P2,False,3,3,11999
76,backward,P2,False,3,3,11999
77,backward,P2,False,3,3,11999
78,backward,P2,False,3,3,11999
79,backward,P2,False,3,3,11999
80,backward,P2,False,3,3,11999
81,backward,P2,False,3,3,11999
82,backward,P2,False,3,3,11999
83,backward,P2,False,3,3,11999
84,backward,P2,False,3,3,11999
85,backward,P2,False,3,3,11999
86,backward,P2,False,3,3,11999
87,backward,P2,False,3,3,11999
88,backward,P2,False,3,3,11999
89,backward,P2,False,3,3,11999
90,backward,P2,False,3,3,11999
91,backward,P2,False,3,3,11999
92,backward,P2,False,3,3,11999
93,backward,P2,False,3,3,11999
94,backward,P2,False,3,3,11999
95,backward,P2,False,3,3,11999
96,backward,P2,False,3,3,11999
97,backward,P2,False,3,3,11999
98,backward,P2,False,3,3,11999
99,backward,P2,False,3,3,11999
0,cpu_bot,P1,True,3,1,139
1,cpu_bot,P1,False,1,3,78
2,cpu_bot,P1,False,1,3,102
3,cpu_bot,P1,False,0,0,530
4,cpu_bot,P1,False,0,3,146
5,cpu_bot,P1,True,2,1,97
6,cpu_bot,P1,False,0,2,300
7,cpu_bot,P1,True,3,1,134
8,cpu_bot,P1,True,3,1,243
9,cpu_bot,P1,False,1,3,394
10,cpu_bot,P1,True,3,1,92
11,cpu_bot,P1,False,1,3,198
12,cpu_bot,P1,True,3,1,92
13,cpu_bot,P1,False,0,3,348
14,cpu_bot,P1,False,1,1,173
15,cpu_bot,P1,False,1,3,91
16,cpu_bot,P1,False,1,3,58
17,cpu_bot,P1,False,0,3,315
18,cpu_bot,P1,False,1,3,133
19,cpu_bot,P1,True,3,1,71
20,cpu_bot,P1,True,2,1,193
21,cpu_bot,P1,True,3,1,89
22,cpu_bot,P1,True,2,1,107
23,cpu_bot,P1,True,3,1,115
24,cpu_bot,P1,False,1,1,197
25,cpu_bot,P1,False,1,1,134
26,cpu_bot,P1,False,1,3,102
27,cpu_bot,P1,False,1,3,222
28,cpu_bot,P1,True,1,0,454
29,cpu_bot,P1,True,1,1,153
30,cpu_bot,P1,False,1,1,174
31,cpu_bot,P1,True,3,1,216
32,cpu_bot,P1,True,3,1,49
33,cpu_bot,P1,True,2,1,113
34,cpu_bot,P1,False,1,3,58
35,cpu_bot,P1,False,1,1,261
36,cpu_bot,P1,False,1,3,58
37,cpu_bot,P1,False,0,3,253
38,cpu_bot,P1,True,3,1,80
39,cpu_bot,P1,True,3,1,108
40,cpu_bot,P1,False,0,3,170
41,cpu_bot,P1,True,2,1,184
42,cpu_bot,P1,False,0,1,406
43,cpu_bot,P1,True,3,1,68
44,cpu_bot,P1,True,3,1,67
45,cpu_bot,P1,True,1,0,337
46,cpu_bot,P1,True,3,1,65
47,cpu_bot,P1,True,3,1,95
48,cpu_bot,P1,True,2,1,95
49,cpu_bot,P1,True,2,1,95
50,cpu_bot,P1,True,2,1,107
51,cpu_bot,P1,True,3,1,100
52,cpu_bot,P1,True,3,1,114
53,cpu_bot,P1,False,1,3,102
